IDCarro;Oficina;Servico;Mecanico;DataEntrada;DataSaida;Responsavel;Obs;ValorServico
49;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;20/05/2006;20/05/2006;andrea;;10
61;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/05/2006;26/05/2006;tony;;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/05/2006;26/05/2006;fabio;foi trocado so óleo.;14.50
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/05/2006;26/05/2006;junior;;20.50
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;26/05/2006;26/05/2006;edson 2;foi trocado no mesmo dia o filtro de óleo.;20.50
40;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;29/05/2006;29/05/2006;junior;foi trocado no mesmo dia duas coifas.dois terminais.;235
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/06/2006;02/06/2006;assis;foi trocado no mesmo dia o filtro de óleo.;20.50
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/06/2006;02/06/2006;andre;foi trocado no mesmo dia o filtro de óleo.;20.50
65;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2006;08/07/2006;reserva;;14.50
57;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/06/2006;02/06/2006;klebio;foi trocado no mesmo dia o filtro de óleo.;20.50
63;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/06/2006;02/06/2006;amaury;;14.50
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;02/06/2006;02/06/2006;fia;foi trocado no mesmo dia o filtro de óleo.;20.50
35;WCAR PEÇAS E SERVIÇOS;conserto de porta;Toinho;27/05/2006;27/05/2006;reserva;;30
51;WCAR PEÇAS E SERVIÇOS;troca dos cabos de vela;Toinho;30/05/2006;30/05/2006;rostanda;foi regulado as velas na wcar.comprado os cabos ao primo de irenaldo.;65
50;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;03/06/2006;03/06/2006;edson 2;foi alinhado e balanceado no mesmo dia.;270
26;RADBAT-PB;Troca de Bateria;Toinho;05/06/2006;05/06/2006;ze felinto;;370
39;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;02/06/2006;02/06/2006;andrea;limpeza do carburador.;15
46;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;02/06/2006;02/06/2006;andrea;limpeza do carburador.troca de vela.;48.14
58;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/06/2006;08/06/2006;reserva;foi trocado no mesmo dia o filtro de óleo.;20.50
43;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/06/2006;08/06/2006;ze felinto;foi trocado so óleo.;14.50
41;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;18/02/2006;18/02/2006;tony;;55
31;AUTO ELÉTRICA DO GERALDO;conserto do alternador;Toinho;10/06/2006;10/06/2006;emmanuel;teve que trocar o alternador no dia 13/07/06
que custou r$ 150 reais em geraldo.o conserto geraldo tinha cobrado 70 raeis.;220
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;10/06/2006;10/06/2006;lima;foi trocado no mesmo dia o filtro de óleo.;20.50
40;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;10/06/2006;10/06/2006;junior;foi alinhado e balanceado no esmo dia.;269
62;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/06/2006;14/06/2006;edson 1;foi tocado so óleo.;14.50
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;16/06/2006;16/06/2006;rostanda;foi trocado so óleo.;14.50
56;WCAR PEÇAS E SERVIÇOS;troca de colar.plator.disco;Toinho;14/06/2006;14/06/2006;lima;;210
56;WCAR PEÇAS E SERVIÇOS;troca de pastilha de freio;Toinho;14/06/2006;14/06/2006;lima;;55
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/06/2006;15/06/2006;tacio;foi trocado no mesmo dia o filtro de óleo.;20.50
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/06/2006;15/06/2006;eduardo;foi trocado no mesmo dia o filtro de óleo.;20.50
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/06/2006;15/06/2006;lucio;;14.50
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/06/2006;15/06/2006;silas;;20.50
47;WCAR PEÇAS E SERVIÇOS;troca de correia dentada;Toinho;15/06/2006;15/06/2006;andre;foi trocado no mesmo dia o tensor da correia dentada.;115
55;WCAR PEÇAS E SERVIÇOS;troca de cabos e velas;Toinho;15/06/2006;15/06/2006;lucio;;140
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;23/06/2006;23/06/2006;emmanuel;foi trocado no mesmo dia o filtro de óleo.;20.50
52;WCAR PEÇAS E SERVIÇOS;troca de colar.plator.disco;Toinho;19/06/2006;19/06/2006;silas;foi comprado este kit a zerinho por r$ 150 reais.foi trocado no mesmo dia uma coifa do lado direito.;230
31;JEOKAR AUTO PEÇAS LTDA.;troca dos cabos de vela;Toinho;19/06/2006;19/06/2006;emmanuel;foi comprado este jogo de cabo a zerinho.;70
64;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;30/06/2006;30/06/2006;gutemberg;;14.50
40;MECANICA UCHOA;troca da quemalheira do celta;Toinho;28/06/2006;28/06/2006;junior;foi comprado esta quemalheira em jonas na jeokar.foi colocado um litro de óleo hidraulico na caixa de macha.;220
31;WCAR PEÇAS E SERVIÇOS;troca de velas;Toinho;28/06/2006;28/06/2006;emmanuel;foi trocado um filtro de ar na wcar.;37
55;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;30/06/2006;30/06/2006;lucio;;275
41;WCAR PEÇAS E SERVIÇOS;troca do filtro de ar completo;Toinho;30/06/2006;30/06/2006;fabio;;7
50;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;01/07/2006;01/07/2006;edson 2;foi trocado no mesmo dia um pivo do lado esquerdo.buchas  do tirante;354
34;MECANICA UCHOA;suspenção diversos;Toinho;01/07/2006;01/07/2006;assis;;60
56;WCAR PEÇAS E SERVIÇOS;conserto de buzina;Toinho;01/07/2006;01/07/2006;lima;;30
50;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2006;08/07/2006;edson 2;;14.50
40;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;07/07/2006;07/07/2006;junior;foi trocado so óleo.;18.90
61;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/07/2006;05/07/2006;tony;foi trocado no mesmo dia o filtro de óleo.;24.90
44;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/07/2006;05/07/2006;erlando;foi trocado so óleo.;18.90
41;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;08/07/2006;08/07/2006;fabio;foi trocado no mesmo dia o filtro de óleo.;24.90
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/07/2006;05/07/2006;andre;foi trocado so óleo.;18.90
54;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;06/07/2006;06/07/2006;eduardo;foi colocado dois pneus na dianteira.alinhado .balanceado.trocado o filtro de ar.;280
31;MECANICA UCHOA;troca de correia dentada;Toinho;08/07/2006;08/07/2006;emmanuel;foi trocado so a correia dentada.;50
49;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de tração;Toinho;06/07/2006;06/07/2006;andrea;;45
52;MECANICA UCHOA;troca de correia dentada;Toinho;08/07/2006;08/07/2006;silas;foi trocado no mesmo dia o tensor da correia dentada.filtro de ar.;117
67;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;11/07/2006;11/07/2006;andrea;placa.faixa.mata cachorro.capa.;110
67;NOVO RUMO;troca de óleo;Toinho;11/07/2006;11/07/2006;andrea;;0
66;MOTOSHOP VEICULOS E PEÇAS LTDA;diversos moto;Toinho;11/07/2006;11/07/2006;andrea;placa.faixa.capa.mata-cachorro.;110
40;MECANICA UCHOA;troca de junta homoc.;Toinho;11/07/2006;11/07/2006;junior;foi comprado esta junta na mecanica uchoa (daniela)lado esquerdo.mão de obra r$ 20 reais.foi pago tambem o reboque que custou r$ 50 reais.;210
56;RADIOLAB SERVICE LTDA;conserto rádio;ivan;10/07/2006;10/07/2006;lima;;20
57;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/07/2006;14/07/2006;klebio;foi trocado so óleo;18.90
63;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/07/2006;14/07/2006;amaury;foi trocado so óleo.;18.90
53;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;14/07/2006;14/07/2006;fia;foi trocado so óleo.;18.90
35;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/07/2006;15/07/2006;reserva;foi trocado no mesmo dia o filtro de óleo.;24.90
49;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;12/07/2006;12/07/2006;andrea;foi trocado no mesmo dia duas mantenas.cabo de velocimetro.patim de freio.capa p/tanque.;56
66;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;11/07/2006;11/07/2006;andrea;;0
45;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;13/07/2006;13/07/2006;thiago;foi alinhado e balanceado no mesmo dia.;274
26;LINE DIESEL;reparo na bomba injetora;Toinho;13/07/2006;13/07/2006;ze felinto;foi trocado um jogo de reparo.quadro roletes.uma bomba palheta.um retentor.uma junta.um jogo de anilhas.;370
56;MECANICA UCHOA;troca de correia dentada;Toinho;15/07/2006;15/07/2006;lima;não foi trocado o tensor da correia dentada.devido ser a primeira troca da correia.(foi comprado um tensor p/o estoque);50
50;MECANICA UCHOA;troca de correia dentada;Toinho;15/07/2006;15/07/2006;edson 2;foi trocado o tensor da correia dentada (comprado a zerinho);105
47;MECANICA UCHOA;troca de junta homoc.;Toinho;15/07/2006;15/07/2006;andre;foi trocado a homoc do lado direito(homoc comprado a zerinho por 145 reais);165
47;MECANICA UCHOA;troca de pastilha de freio;Toinho;15/07/2006;15/07/2006;andre;foi trocadoa lampado do farol do lado esquerdo e duas lampadas de estacionamento em geraldo que custou 30 reais.a pastilha custou 30 reais em mecanica uchoa.;60
50;AUTO ELÉTRICA DO GERALDO;troca do eletroventilador do radiador;Toinho;07/07/2006;07/07/2006;edson 2;;180
63;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;15/07/2006;15/07/2006;amaury;foi trocado so óleo.;18.90
31;AUTO ELÉTRICA DO GERALDO;troca do benze motor de partida;Toinho;17/07/2006;17/07/2006;emmanuel;;75
52;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/07/2006;21/07/2006;silas;foi trocado so óleo.;18.90
55;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/07/2006;21/07/2006;lucio;foi trocado óleo e filtro de óleo.;24.90
62;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/07/2006;21/07/2006;edson 1;foi trocado no mesmo dia o filtro de óleo.;24.90
56;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/07/2006;21/07/2006;lima;foi trocado so óleo.;18.90
25;RIBAMAR AUTO SERVICE;serviço de cabeçote;Toinho;17/07/2006;20/07/2006;antonio;foi trocado a junta do cabeçote.limpeza de bicos.nivelamento do cabeçote.;540
25;RIBAMAR AUTO SERVICE;troca de óleo;Toinho;20/07/2006;20/07/2006;antonio;foi trocado óleo.filtro de óleo.filtro de ar.;130
31;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;22/07/2006;22/07/2006;emmanuel;foi trocado so óleo.;18.90
45;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;21/07/2006;21/07/2006;thiago;foi trocado so óleo.;18.90
55;PARA FIAT;troca de bomba combustivel;Toinho;24/07/2006;24/07/2006;lucio;foi trocado a bomba de combustivel.solda no tanque.trocado tampa e corpo da bomba.trocado o tanque de combustivel.;580
34;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;28/07/2006;28/07/2006;assis;foi trocado so óleo.foi trocado no mesmo dia as duas coifas da homoc.;63.90
35;ARTICÊNDIO LTDA.;renovaçaõ de cilindro;Toinho;26/07/2006;27/07/2006;reserva;;140
55;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;28/07/2006;28/07/2006;lucio;foi alinhado e balanceado no mesmo dia.;268
40;MECANICA UCHOA;limpeza da injeção;Toinho;29/07/2006;29/07/2006;junior;;75
40;MECANICA UCHOA;troca de correia dentada;Toinho;29/07/2006;29/07/2006;junior;foi trocado no mesmo dia o tensor da correia dentada.;120
48;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2006;05/08/2006;tacio;foi trocado so óleo.;18.90
41;MECANICA UCHOA;troca de pastilha de freio;Toinho;02/08/2006;02/08/2006;fabio;;45
41;MECANICA UCHOA;troca de coifa;Toinho;02/08/2006;02/08/2006;fabio;foi trocado as duas coifas da homac.;44
53;MECANICA UCHOA;troca de colar.plator.disco;Toinho;03/08/2006;03/08/2006;fia;;220
51;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2006;05/08/2006;rostanda;foi trocado so óleo.foi trocado no mesmo dia duas lampadas em geraldo;23.90
47;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2006;05/08/2006;andre;foi trocado so óleo;18.90
64;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2006;05/08/2006;gutemberg;;18.90
41;MECANICA UCHOA;troca de correia dentada;Toinho;05/08/2006;05/08/2006;fabio;foi trocado no mesmo dia o tensor da correia dentada.;135
54;WCAR PEÇAS E SERVIÇOS;troca de óleo;Toinho;05/08/2006;05/08/2006;eduardo;;18.90
56;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;05/08/2006;05/08/2006;lima;foi alinhado e balanceado no mesmo dia.;272
34;AUTO ELÉTRICA DO GERALDO;troca de radiador;geraldo;05/08/2006;05/08/2006;assis;este radiador foi comprado por geraldo.;100
50;MECANICA UCHOA;troca de óleo;Toinho;05/08/2006;05/08/2006;edson 2;foi trocado so óleo.;18.90
61;MECANICA UCHOA;troca de óleo;Toinho;05/08/2006;05/08/2006;tony;foi trocado so óleo;18.90
57;MARTELO DE OURO;lanternagem diversos;Toinho;05/08/2006;05/08/2006;klebio;conserto do paralama do lado esquerdo.;30
40;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;junior;foi trocado so óleo;18.90
41;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;fabio;foi trocado so óleo;18.90
43;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;ze felinto;foi trocado o filtro de óleo no mesmo dia;24.90
44;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;erlando;foi trocado so óleo;18.90
53;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;fia;foi trocado so óleo;18.90
57;MECANICA UCHOA;troca de óleo;Toinho;11/08/2006;11/08/2006;klebio;foi trocado so óleo.;18.90
25;AUTO ELÉTRICA DO GERALDO;conserto do alternador;Toinho;10/08/2006;10/08/2006;geraldo;;70
40;MECANICA UCHOA;troca da quemalheira do celta;Toinho;10/08/2006;10/08/2006;junior;esta quemalheira foi comprada em jonas por r$ 150 reais.;210
40;MECANICA UCHOA;serviço de cabeçote;Toinho;15/08/2006;15/08/2006;junior;foi trocado no mesmo dia o sensor map.regulagem do gás.guia de val.sedes de val em jonildo brito.;405
41;MECANICA UCHOA;troca da quemalheira do celta;Toinho;12/08/2006;12/08/2006;fabio;foi feito uma limpeza do benze.trocado a bomba d agua.;350
44;MECANICA UCHOA;troca de mangueira de freio;Toinho;15/08/2006;15/08/2006;erlando;foi trocado a mangueira de freio do lado esquerdo.jogo de pastilha.;73
43;PARA FIAT;troca do contato de ignição;Toinho;14/08/2006;14/08/2006;ze felinto;o contato custou 110 reais.;125
35;OFICINA NOSSA SENHORA DA PENHA;serviço de cabeçote;Toinho;14/08/2006;14/08/2006;antonio;foi trocado as juntas .esmerilhado as val.troca das velas.foi comprado tambem uma bobina de ingnição;530
56;OFICINA NOSSA SENHORA DA PENHA;regulagem de tuche;piloto;16/08/2006;16/08/2006;lima;foi feiro tambem uma regulagem no gás.;55
54;OFICINA NOSSA SENHORA DA PENHA;regulagem de tuche;piloto;16/08/2006;16/08/2006;eduardo;foi feito uma limpeza no redutor.regulagem no gás.;85
31;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;19/08/2006;19/08/2006;emmanuel;foi feito um conserto na suspençao que custou 60 reais.;360
31;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;emmanuel;foi trocado so óleo.;18.90
53;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;fia;foi trocado so óleo.;18.90
52;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;silas;foi trocado so óleo;18.90
63;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;reserva;foi trocado o filtro de óleo no mesmo dia.;24.90
56;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;lima;foi trocado so oleo.;18.90
65;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;robson;foi trocado so óleo;18.90
62;OFICINA NOSSA SENHORA DA PENHA;regulagem de tuche;Toinho;19/08/2006;19/08/2006;edson 1;;40
62;MECANICA UCHOA;troca de óleo;Toinho;19/08/2006;19/08/2006;edson 1;;18.90
44;OFICINA NOSSA SENHORA DA PENHA;regulagem de tuche;Toinho;19/08/2006;19/08/2006;erlando;;40
43;REAL CAR SERVIÇOS AUTOMOTIVOS;Troca de Pneus;Toinho;19/08/2006;19/08/2006;ze felinto;;270
55;PARA FIAT;troca da boia de combustivel;Toinho;19/08/2006;19/08/2006;lucio;;30
48;MECANICA UCHOA;troca de correia dentada;Toinho;19/08/2006;19/08/2006;tacio;foi trocado no mesmo dia o tensor da correia;132
48;MECANICA UCHOA;troca de cabos e velas;Toinho;21/08/2006;21/08/2006;tacio;;105
50;BRAZMOTORS VEICULOS E PEÇAS LTDA.;Troca de Bateria;Toinho;23/08/2006;23/08/2006;edson 2;;145
59;MOTOSHOP VEICULOS E PEÇAS LTDA;troca de óleo;Toinho;19/08/2006;19/08/2006;andrea;foi trocado no mesmo dia uma manneta do lado esquerdo;16
55;MECANICA UCHOA;troca de óleo;Toinho;26/08/2006;26/08/2006;lucio;foi trocado so óleo.;18.90
34;MECANICA UCHOA;troca de óleo;Toinho;02/09/2006;02/09/2006;assis;foi trocado so óleo.;18.90
35;MECANICA UCHOA;troca de óleo;Toinho;26/08/2006;26/08/2006;reserva;foi trocado so óleo.;18.90
34;OFICINA NOSSA SENHORA DA PENHA;troca de bobina de inj;piloto;22/08/2006;22/08/2006;assis;foi trocado no mesmo dia as velas que custaram r$ 60 reais.regulagem do gás.;251
47;MECANICA UCHOA;troca da quemalheira do celta;Toinho;19/08/2006;19/08/2006;andre;esta quemalheira foi comprada em jonas (jeokar);210
63;OFICINA NOSSA SENHORA DA PENHA;troca da junta do coletor;Toinho;26/08/2006;26/08/2006;amaury;;100
64;MECANICA UCHOA;troca de óleo;Toinho;02/09/2006;02/09/2006;gutemberg;foi trocado óleo e filtro de óleo.;24.90
50;MECANICA UCHOA;troca de coifa;Toinho;02/09/2006;02/09/2006;edson 2;foi trocado no mesmo dia um pivol  do lado direito;62
43;MECANICA UCHOA;troca dos nylon do feixo de mola;Toinho;01/09/2006;01/09/2006;ze felinto;;55
54;MECANICA UCHOA;troca de colar.plator.disco;Toinho;01/09/2006;01/09/2006;eduardo;;210
58;PINT CAR;lanternagem diversos;Toinho;01/08/2006;28/08/2006;reserva;;2040
67;NOVO RUMO;troca de óleo;Toinho;01/09/2006;01/09/2006;andrea;foi feito no msmo dia a revisão de 1.000 km.colocado uma chave p/ desliga o stop.;12
66;NOVO RUMO;troca de óleo;Toinho;01/09/2006;01/09/2006;andrea;foi feito no mesmo dia a revisão de 1.000 km.colocado uma chave p/ desliga o stop.;12
47;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;andre;foi trocado no mesmo dia o filtro de óleo.;24.90
40;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;junior;foi trocado no mesmo dia a palheta do limpador.adesivo da gm;64.90
57;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;klebio;foi trocado no mesmo dia o filtro de óleo.;24.90
48;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;tacio;foi trocado so óleo.;18.90
48;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;tacio;foi trocado so óleo;18.90
61;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;tony;foi trocado so óleo;18.90
50;MECANICA UCHOA;troca de óleo;Toinho;08/09/2006;08/09/2006;edson 2;foi trocado no mesmo dia o filtro de óleo.;24.90
31;AUTO ELÉTRICA DO GERALDO;troca do motor de aranque;piloto;08/09/2006;08/09/2006;emmanuel;foi trocado em geraldo;200
55;MECANICA UCHOA;troca de colar.plator.disco;Toinho;12/09/2006;12/09/2006;lucio;foi trocado no mesmo dia uma lampada do farol direito;225
47;MECANICA UCHOA;troca de cabos e velas;Toinho;14/09/2006;14/09/2006;andre;foi trocado no mesmo dia o filtro de ar;107
50;MECANICA UCHOA;troca de cabos e velas;Toinho;16/09/2006;16/09/2006;edson 2;;108
25;RIBAMAR AUTO SERVICE;serviço na caixa de marcha;Toinho;20/09/2006;21/09/2006;antonio;foi trocado no mesmo dia dois rolamentos da roda do lado direito.feito lubrificação.;1286
40;MECANICA UCHOA;troca de cabos e velas;Toinho;22/09/2006;22/09/2006;junior;;108
40;AUTO ELÉTRICA DO GERALDO;troca do tanque do radiador;Toinho;22/09/2006;22/09/2006;junior;;70
41;AUTO ELÉTRICA DO GERALDO;troca do tanque do radiador;Toinho;22/09/2006;22/09/2006;fabio;;120
51;MECANICA UCHOA;troca de colar.plator.disco;Toinho;21/09/2006;21/09/2006;rostanda;foi trocado no mesmo dia duas coifas da homoc.;222
31;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;23/09/2006;23/09/2006;emmanuel;foi colocado dois pneus na dianteira e alinhado.;264
44;CIRNE PNEUS COMÉRCIO E SERVIÇOS LTDA;Troca de Pneus;Toinho;23/09/2006;23/09/2006;erlando;foi alinhado no mesmo dia.;264
52;MECANICA UCHOA;troca das buchas do tirante;Toinho;23/09/2006;23/09/2006;silas;foi trocado no mesmo dia uma coifa da homac.um pivi do lado esquerdo.;141
31;MECANICA UCHOA;troca de rolamento;Toinho;16/09/2006;16/09/2006;emmanuel;foi colocado oleo na caixa de macha no mesmo dia.;107
41;MECANICA UCHOA;troca dos cabos de vela;Toinho;28/09/2006;28/09/2006;fabio;;78
51;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;rostanda;foi trocado no mesmo dia o filtro de óleo;27.90
51;BRAZMOTORS VEICULOS E PEÇAS LTDA.;Troca de Bateria;Toinho;29/09/2006;29/09/2006;rostanda;foi trocado no mesmo dia um rolamento de roda da trazeira do lado esquerdo;198
52;MECANICA UCHOA;troca de pastilha de freio;Toinho;29/09/2006;29/09/2006;silas;;50
52;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;silas;foi trocado no mesmo dia o filtro de óleo;27.90
31;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;emmanuel;foi trocado no mesmo dia o filtro de óleo;27.90
62;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;edson 1;;21
43;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;ze felinto;;21
44;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;erlando;foi trocado no mesmo dia o filtro de óleo.;27.90
53;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;fia;foi trocado no mesmo dia o filtro de óleo.;27.90
56;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;lima;foi trocado no mesmo dia o filtro de óleo.;27.90
58;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;robson;foi trocado o filtro de óleo no mesmo dia.;27.90
54;MECANICA UCHOA;troca de óleo;Toinho;30/09/2006;30/09/2006;eduardo;;21
41;MECANICA UCHOA;troca de óleo;Toinho;29/09/2006;29/09/2006;fabio;;21
55;MECANICA UCHOA;troca de correia dentada;Toinho;30/09/2006;30/09/2006;lucio;foi trocado no mesmo dia o tensor da correia.;175
55;MECANICA UCHOA;troca de óleo;Toinho;30/09/2006;30/09/2006;lucio;;18.90
40;MECANICA UCHOA;suspenção diversos;Toinho;30/09/2006;30/09/2006;junior;foi trocado duas barras articuladors.uma coifa.buchas do tirante.;147
34;MECANICA UCHOA;troca de óleo;Toinho;06/10/2006;06/10/2006;assis;foi trocado no mesmo dia o filtro de óleo.;27.90
64;MECANICA UCHOA;troca de óleo;Toinho;06/10/2006;06/10/2006;gutemberg;foi trocado so óleo.;18
61;MECANICA UCHOA;troca de óleo;Toinho;06/10/2006;06/10/2006;toni;foi trocado so óleo;18
57;MECANICA UCHOA;troca de óleo;Toinho;06/10/2006;06/10/2006;klebio;foi trocado so óleo.;18
45;MECANICA UCHOA;troca de óleo;Toinho;06/10/2006;06/10/2006;thiago;foi trocado so óleo.;18
